,observation,action,reward,next_observation,done
74,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
75,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
76,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
77,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
78,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
79,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",3,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
80,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
81,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
82,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
83,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",3,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
84,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
85,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
86,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
87,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",3,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
88,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
89,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
90,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
91,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
92,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
93,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
94,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
95,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
96,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
97,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
98,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
99,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
100,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
101,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
102,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
103,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
104,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
105,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
106,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
107,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
108,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
109,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
110,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
111,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
112,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
113,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
114,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
115,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
116,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",6,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
117,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
118,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
119,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
120,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
121,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
122,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
123,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
124,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
125,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
126,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
127,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
128,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
129,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
130,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
131,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
132,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
133,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
134,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
135,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
136,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
137,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",7,-3.1213203435596424,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.3]",False
138,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.3]",3,-2.802775637731995,"[ 0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.3]",False
139,"[ 0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.3]",7,-2.802775637731995,"[ 0.   1.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.2]",False
140,"[ 0.   1.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.2]",3,-2.414213562373095,"[ 0.   1.   0.   0.   3.   0.   1.   1.   0.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.2]",False
141,"[ 0.   1.   0.   0.   3.   0.   1.   1.   0.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.2]",3,-10,"[ 0.   1.   0.   0.   3.   0.   1.   1.   0.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.2]",True
142,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4  0.2]",5,-2.58113883008419,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3  0.1]",False
143,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3  0.1]",6,-2.5,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.3  0. ]",False
144,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.3  0. ]",1,-2.58113883008419,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3  0.1]",False
145,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3  0.1]",6,-2.5,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.3  0. ]",False
146,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.3  0. ]",1,-2.58113883008419,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3  0.1]",False
